case_id,submitted_at,department,jurisdiction,case_type,description,risk_level
CASE001162,2025-08-07T23:00:00,HR,UAE,label_change,Need response template for complaint.,low
CASE001163,2025-09-14T00:00:00,Marketing,EG,complaint_response,Customer data request processing guidance.,high
CASE001164,2025-08-19T12:00:00,SupplyChain,EU,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001165,2025-07-22T01:00:00,IT,KSA,ingredient_change,Need approval for a new claim on packaging.,high
CASE001166,2025-06-17T07:00:00,HR,KSA,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001167,2025-04-29T05:00:00,Marketing,EU,ad_copy,Customer data request processing guidance.,low
CASE001168,2025-08-09T01:00:00,SupplyChain,EU,complaint_response,Customer data request processing guidance.,high
CASE001169,2025-06-28T04:00:00,HR,EG,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE001170,2025-04-02T05:00:00,SupplyChain,UAE,label_change,Need approval for a new claim on packaging.,high
CASE001171,2025-07-07T14:00:00,SupplyChain,UAE,label_change,Ingredient substitution due to supplier shortage.,high
CASE001172,2025-01-18T19:00:00,Sales,EU,complaint_response,Need response template for complaint.,low
CASE001173,2025-11-26T12:00:00,Marketing,EU,data_request,Need response template for complaint.,low
CASE001174,2025-10-30T19:00:00,Marketing,EU,data_request,Need response template for complaint.,low
CASE001175,2025-04-02T23:00:00,HR,EG,label_change,Need response template for complaint.,low
CASE001176,2025-12-20T15:00:00,Sales,UAE,ingredient_change,Need response template for complaint.,medium
CASE001177,2025-03-29T13:00:00,SupplyChain,KSA,data_request,Customer data request processing guidance.,high
CASE001178,2025-02-20T01:00:00,IT,EU,ad_copy,Need approval for a new claim on packaging.,low
CASE001179,2025-09-12T15:00:00,Marketing,KSA,complaint_response,Need approval for a new claim on packaging.,low
CASE001180,2025-01-07T08:00:00,Marketing,EG,ingredient_change,Ad copy includes before/after images.,low
CASE001181,2025-08-29T02:00:00,Marketing,EU,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001182,2025-04-18T17:00:00,HR,KSA,ingredient_change,Customer data request processing guidance.,low
CASE001183,2025-06-06T07:00:00,SupplyChain,EG,ad_copy,Customer data request processing guidance.,low
CASE001184,2025-03-14T00:00:00,HR,EU,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001185,2025-11-24T20:00:00,SupplyChain,EG,label_change,Ingredient substitution due to supplier shortage.,low
CASE001186,2025-11-21T11:00:00,HR,KSA,data_request,Need response template for complaint.,medium
CASE001187,2025-08-14T09:00:00,IT,UAE,data_request,Customer data request processing guidance.,medium
CASE001188,2025-03-28T07:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,low
CASE001189,2025-03-07T14:00:00,Sales,KSA,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE001190,2025-12-10T01:00:00,SupplyChain,KSA,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE001191,2025-01-13T14:00:00,HR,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE001192,2025-03-01T04:00:00,IT,KSA,data_request,Need response template for complaint.,medium
CASE001193,2025-01-03T22:00:00,SupplyChain,UAE,complaint_response,Ad copy includes before/after images.,medium
CASE001194,2025-09-21T07:00:00,IT,KSA,label_change,Need response template for complaint.,medium
CASE001195,2025-11-04T10:00:00,Marketing,EG,label_change,Customer data request processing guidance.,low
CASE001196,2025-09-15T15:00:00,Marketing,UAE,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001197,2025-12-17T03:00:00,HR,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001198,2025-05-21T17:00:00,SupplyChain,EG,data_request,Ad copy includes before/after images.,medium
CASE001199,2025-06-02T06:00:00,Sales,EU,data_request,Customer data request processing guidance.,high
CASE001200,2025-02-18T00:00:00,SupplyChain,KSA,data_request,Ad copy includes before/after images.,medium
CASE001201,2025-08-06T06:00:00,Sales,EU,label_change,Need response template for complaint.,low
CASE001202,2025-09-10T17:00:00,Sales,EG,ingredient_change,Need approval for a new claim on packaging.,low
CASE001203,2025-02-17T20:00:00,HR,KSA,label_change,Need response template for complaint.,medium
CASE001204,2025-07-28T19:00:00,Sales,EG,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001205,2025-09-01T18:00:00,IT,KSA,complaint_response,Need approval for a new claim on packaging.,high
CASE001206,2025-04-01T12:00:00,SupplyChain,EU,ad_copy,Need response template for complaint.,low
CASE001207,2025-12-23T19:00:00,Marketing,UAE,label_change,Ad copy includes before/after images.,low
CASE001208,2025-12-12T21:00:00,SupplyChain,EG,label_change,Need approval for a new claim on packaging.,medium
CASE001209,2025-10-13T21:00:00,Marketing,UAE,label_change,Need approval for a new claim on packaging.,high
CASE001210,2025-01-06T03:00:00,Sales,EG,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001211,2025-07-06T09:00:00,HR,UAE,label_change,Ingredient substitution due to supplier shortage.,high
CASE001212,2025-08-08T12:00:00,Sales,EU,ingredient_change,Ad copy includes before/after images.,medium
CASE001213,2025-11-10T01:00:00,Marketing,UAE,data_request,Ad copy includes before/after images.,low
CASE001214,2025-03-02T00:00:00,HR,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE001215,2025-09-22T11:00:00,Marketing,EU,data_request,Customer data request processing guidance.,high
CASE001216,2025-05-21T14:00:00,HR,EG,complaint_response,Need response template for complaint.,medium
CASE001217,2025-03-21T14:00:00,SupplyChain,EG,ad_copy,Need approval for a new claim on packaging.,medium
CASE001218,2025-10-19T20:00:00,Sales,EG,complaint_response,Ad copy includes before/after images.,medium
CASE001219,2025-11-02T06:00:00,Sales,EU,label_change,Need approval for a new claim on packaging.,medium
CASE001220,2025-09-28T13:00:00,IT,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001221,2025-04-13T22:00:00,IT,UAE,complaint_response,Need response template for complaint.,low
CASE001222,2025-01-16T20:00:00,Marketing,KSA,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001223,2025-01-14T14:00:00,Sales,KSA,label_change,Ingredient substitution due to supplier shortage.,high
CASE001224,2025-12-06T02:00:00,IT,UAE,ingredient_change,Need response template for complaint.,high
CASE001225,2025-11-21T12:00:00,SupplyChain,KSA,ad_copy,Need response template for complaint.,medium
CASE001226,2025-02-19T17:00:00,SupplyChain,KSA,label_change,Customer data request processing guidance.,high
CASE001227,2025-03-04T06:00:00,Marketing,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001228,2025-11-03T12:00:00,Marketing,EG,data_request,Need response template for complaint.,high
CASE001229,2025-01-08T13:00:00,SupplyChain,EU,ingredient_change,Customer data request processing guidance.,high
CASE001230,2025-09-06T01:00:00,HR,UAE,ingredient_change,Customer data request processing guidance.,medium
CASE001231,2025-05-24T18:00:00,HR,EU,ingredient_change,Need approval for a new claim on packaging.,high
CASE001232,2025-03-23T04:00:00,IT,EU,complaint_response,Ad copy includes before/after images.,low
CASE001233,2025-07-29T12:00:00,HR,KSA,data_request,Ad copy includes before/after images.,high
CASE001234,2025-09-27T06:00:00,Sales,KSA,data_request,Need response template for complaint.,low
CASE001235,2025-04-20T09:00:00,Marketing,UAE,ingredient_change,Need response template for complaint.,high
CASE001236,2025-08-12T10:00:00,HR,KSA,ad_copy,Need response template for complaint.,high
CASE001237,2025-09-19T06:00:00,Sales,EG,ad_copy,Need approval for a new claim on packaging.,medium
CASE001238,2025-05-03T23:00:00,Sales,KSA,complaint_response,Customer data request processing guidance.,high
CASE001239,2025-02-12T01:00:00,HR,EG,label_change,Ad copy includes before/after images.,low
CASE001240,2025-08-21T13:00:00,IT,EG,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001241,2025-02-23T06:00:00,HR,KSA,complaint_response,Ad copy includes before/after images.,low
CASE001242,2025-11-05T16:00:00,Sales,EU,ad_copy,Customer data request processing guidance.,high
CASE001243,2025-06-11T00:00:00,IT,KSA,ad_copy,Customer data request processing guidance.,high
CASE001244,2025-12-04T01:00:00,Sales,KSA,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001245,2025-12-20T18:00:00,SupplyChain,UAE,label_change,Need approval for a new claim on packaging.,medium
CASE001246,2025-07-28T18:00:00,Sales,EU,ingredient_change,Ad copy includes before/after images.,high
CASE001247,2025-04-20T15:00:00,HR,EU,complaint_response,Need response template for complaint.,low
CASE001248,2025-10-11T08:00:00,IT,KSA,data_request,Need approval for a new claim on packaging.,medium
CASE001249,2025-10-28T06:00:00,Marketing,EU,ad_copy,Need response template for complaint.,medium
CASE001250,2025-11-12T13:00:00,Marketing,EG,data_request,Ad copy includes before/after images.,high
CASE001251,2025-05-08T05:00:00,IT,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001252,2025-10-20T03:00:00,SupplyChain,UAE,label_change,Need approval for a new claim on packaging.,high
CASE001253,2025-10-31T17:00:00,SupplyChain,EU,data_request,Ad copy includes before/after images.,high
CASE001254,2025-02-10T16:00:00,Marketing,EU,ad_copy,Need response template for complaint.,low
CASE001255,2025-12-08T05:00:00,SupplyChain,EU,ad_copy,Ad copy includes before/after images.,high
CASE001256,2025-05-18T21:00:00,IT,KSA,data_request,Customer data request processing guidance.,low
CASE001257,2025-05-14T23:00:00,HR,EG,ingredient_change,Customer data request processing guidance.,low
CASE001258,2025-07-24T12:00:00,Sales,KSA,data_request,Ad copy includes before/after images.,medium
CASE001259,2025-01-23T09:00:00,IT,KSA,data_request,Need response template for complaint.,high
CASE001260,2025-07-25T10:00:00,Marketing,UAE,ad_copy,Customer data request processing guidance.,high
CASE001261,2025-02-24T08:00:00,HR,KSA,data_request,Ad copy includes before/after images.,high
CASE001262,2025-05-05T12:00:00,Sales,EG,data_request,Ad copy includes before/after images.,medium
CASE001263,2025-01-29T03:00:00,IT,EG,complaint_response,Need response template for complaint.,medium
CASE001264,2025-09-04T11:00:00,IT,KSA,data_request,Customer data request processing guidance.,high
CASE001265,2025-05-26T12:00:00,SupplyChain,KSA,data_request,Need response template for complaint.,low
CASE001266,2025-04-03T17:00:00,Sales,EU,ad_copy,Need response template for complaint.,low
CASE001267,2025-01-31T06:00:00,IT,KSA,ingredient_change,Need response template for complaint.,high
CASE001268,2025-03-29T12:00:00,IT,EU,ad_copy,Customer data request processing guidance.,high
CASE001269,2025-08-04T12:00:00,IT,EU,ad_copy,Customer data request processing guidance.,high
CASE001270,2025-06-27T05:00:00,SupplyChain,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE001271,2025-04-25T19:00:00,SupplyChain,EG,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001272,2025-11-05T01:00:00,HR,EG,complaint_response,Ad copy includes before/after images.,medium
CASE001273,2025-05-20T15:00:00,Marketing,KSA,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001274,2025-12-19T16:00:00,Sales,EU,ad_copy,Need response template for complaint.,low
CASE001275,2025-07-11T05:00:00,IT,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE001276,2025-11-16T00:00:00,IT,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE001277,2025-12-11T20:00:00,Marketing,EG,ad_copy,Ad copy includes before/after images.,medium
CASE001278,2025-05-31T18:00:00,HR,UAE,ingredient_change,Ad copy includes before/after images.,high
CASE001279,2025-05-03T07:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE001280,2025-12-01T00:00:00,IT,EU,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001281,2025-07-03T10:00:00,Marketing,KSA,ingredient_change,Customer data request processing guidance.,high
CASE001282,2025-04-15T15:00:00,IT,KSA,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001283,2025-04-22T13:00:00,IT,EG,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001284,2025-09-08T22:00:00,SupplyChain,EU,data_request,Need response template for complaint.,low
CASE001285,2025-06-20T20:00:00,IT,EG,complaint_response,Need approval for a new claim on packaging.,low
CASE001286,2025-09-21T19:00:00,SupplyChain,EG,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001287,2025-07-25T11:00:00,SupplyChain,EG,data_request,Customer data request processing guidance.,medium
CASE001288,2025-05-06T02:00:00,IT,EU,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001289,2025-03-13T06:00:00,SupplyChain,UAE,label_change,Need response template for complaint.,medium
CASE001290,2025-02-04T02:00:00,Sales,EG,ad_copy,Ad copy includes before/after images.,high
CASE001291,2025-09-05T07:00:00,Marketing,UAE,complaint_response,Need response template for complaint.,low
CASE001292,2025-09-14T00:00:00,IT,UAE,data_request,Customer data request processing guidance.,high
CASE001293,2025-06-13T13:00:00,Sales,UAE,ad_copy,Ad copy includes before/after images.,low
CASE001294,2025-03-01T09:00:00,IT,EG,data_request,Need approval for a new claim on packaging.,high
CASE001295,2025-10-30T08:00:00,HR,EG,ingredient_change,Customer data request processing guidance.,low
CASE001296,2025-03-03T21:00:00,Sales,KSA,complaint_response,Customer data request processing guidance.,medium
CASE001297,2025-06-22T04:00:00,SupplyChain,KSA,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE001298,2025-04-17T10:00:00,Sales,KSA,label_change,Customer data request processing guidance.,high
CASE001299,2025-09-16T14:00:00,Sales,EU,ad_copy,Need approval for a new claim on packaging.,high
CASE001300,2025-05-06T04:00:00,Sales,EU,ad_copy,Need approval for a new claim on packaging.,high
CASE001301,2025-04-20T12:00:00,Marketing,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE001302,2025-01-23T13:00:00,SupplyChain,UAE,complaint_response,Customer data request processing guidance.,low
CASE001303,2025-12-16T06:00:00,HR,EU,data_request,Need response template for complaint.,medium
CASE001304,2025-06-04T09:00:00,SupplyChain,EU,data_request,Customer data request processing guidance.,high
CASE001305,2025-04-20T09:00:00,Sales,EG,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001306,2025-03-13T07:00:00,SupplyChain,EU,ingredient_change,Need approval for a new claim on packaging.,low
CASE001307,2025-09-15T13:00:00,HR,EU,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE001308,2025-10-22T04:00:00,HR,KSA,ad_copy,Need approval for a new claim on packaging.,medium
CASE001309,2025-01-30T06:00:00,HR,EU,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001310,2025-04-07T11:00:00,Sales,EU,label_change,Ad copy includes before/after images.,high
CASE001311,2025-02-04T10:00:00,Marketing,EG,data_request,Ad copy includes before/after images.,low
CASE001312,2025-03-03T07:00:00,SupplyChain,EU,data_request,Need approval for a new claim on packaging.,medium
CASE001313,2025-02-27T09:00:00,HR,EU,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001314,2025-07-12T18:00:00,Sales,KSA,ad_copy,Customer data request processing guidance.,medium
CASE001315,2025-10-16T13:00:00,IT,KSA,complaint_response,Need response template for complaint.,low
CASE001316,2025-09-04T04:00:00,Marketing,UAE,ad_copy,Customer data request processing guidance.,low
CASE001317,2025-03-09T14:00:00,SupplyChain,EG,label_change,Customer data request processing guidance.,high
CASE001318,2025-09-08T21:00:00,HR,KSA,ad_copy,Need response template for complaint.,low
CASE001319,2025-05-03T13:00:00,HR,UAE,ingredient_change,Need response template for complaint.,low
CASE001320,2025-04-27T19:00:00,IT,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE001321,2025-10-30T08:00:00,Marketing,UAE,complaint_response,Need response template for complaint.,low
CASE001322,2025-02-16T15:00:00,Marketing,KSA,complaint_response,Ad copy includes before/after images.,high
CASE001323,2025-01-19T09:00:00,HR,EU,ad_copy,Need response template for complaint.,medium
CASE001324,2025-08-26T08:00:00,SupplyChain,UAE,data_request,Customer data request processing guidance.,low
CASE001325,2025-02-12T03:00:00,IT,EU,ad_copy,Need approval for a new claim on packaging.,low
CASE001326,2025-11-30T16:00:00,SupplyChain,KSA,ingredient_change,Ad copy includes before/after images.,high
CASE001327,2025-01-07T10:00:00,HR,UAE,data_request,Need response template for complaint.,low
CASE001328,2025-02-12T02:00:00,Sales,UAE,ingredient_change,Need response template for complaint.,medium
CASE001329,2025-06-30T15:00:00,SupplyChain,EU,ad_copy,Need approval for a new claim on packaging.,high
CASE001330,2025-09-28T23:00:00,Marketing,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001331,2025-06-12T01:00:00,IT,UAE,label_change,Customer data request processing guidance.,medium
CASE001332,2025-01-10T23:00:00,Sales,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE001333,2025-07-12T11:00:00,SupplyChain,EG,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001334,2025-04-13T13:00:00,Marketing,EG,data_request,Customer data request processing guidance.,medium
CASE001335,2025-06-08T14:00:00,Marketing,KSA,ingredient_change,Need response template for complaint.,medium
CASE001336,2025-08-16T22:00:00,Sales,EU,label_change,Ingredient substitution due to supplier shortage.,high
CASE001337,2025-11-06T12:00:00,IT,UAE,data_request,Need approval for a new claim on packaging.,high
CASE001338,2025-09-24T02:00:00,Marketing,EG,label_change,Ad copy includes before/after images.,high
CASE001339,2025-01-03T00:00:00,Marketing,EG,ad_copy,Need approval for a new claim on packaging.,medium
CASE001340,2025-09-18T23:00:00,SupplyChain,EU,complaint_response,Need approval for a new claim on packaging.,medium
CASE001341,2025-03-04T08:00:00,Sales,EU,complaint_response,Ad copy includes before/after images.,low
CASE001342,2025-01-14T21:00:00,IT,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001343,2025-07-01T10:00:00,SupplyChain,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001344,2025-10-23T20:00:00,SupplyChain,UAE,ad_copy,Need approval for a new claim on packaging.,high
CASE001345,2025-02-18T08:00:00,Sales,KSA,label_change,Need approval for a new claim on packaging.,low
CASE001346,2025-10-29T09:00:00,HR,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE001347,2025-03-01T07:00:00,Marketing,UAE,ingredient_change,Ad copy includes before/after images.,high
CASE001348,2025-10-20T00:00:00,Sales,EG,label_change,Customer data request processing guidance.,low
CASE001349,2025-04-11T22:00:00,HR,UAE,data_request,Ad copy includes before/after images.,low
CASE001350,2025-02-11T18:00:00,Marketing,UAE,ingredient_change,Need response template for complaint.,low
CASE001351,2025-03-23T17:00:00,Marketing,UAE,label_change,Need approval for a new claim on packaging.,low
CASE001352,2025-06-23T20:00:00,Marketing,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE001353,2025-06-17T09:00:00,Sales,EU,ingredient_change,Ad copy includes before/after images.,low
CASE001354,2025-07-24T15:00:00,Sales,KSA,label_change,Need response template for complaint.,high
CASE001355,2025-08-26T17:00:00,IT,EG,complaint_response,Need response template for complaint.,medium
CASE001356,2025-02-10T03:00:00,IT,EU,ad_copy,Need approval for a new claim on packaging.,high
CASE001357,2025-08-14T17:00:00,IT,EU,ad_copy,Customer data request processing guidance.,medium
CASE001358,2025-07-02T09:00:00,SupplyChain,EG,data_request,Customer data request processing guidance.,high
CASE001359,2025-02-16T02:00:00,Sales,EG,ingredient_change,Need response template for complaint.,low
CASE001360,2025-07-16T07:00:00,HR,UAE,ingredient_change,Ad copy includes before/after images.,low
CASE001361,2025-05-31T17:00:00,HR,UAE,ad_copy,Need response template for complaint.,medium
CASE001362,2025-04-03T19:00:00,IT,KSA,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001363,2025-06-26T23:00:00,HR,KSA,label_change,Need approval for a new claim on packaging.,low
CASE001364,2025-02-17T08:00:00,HR,UAE,complaint_response,Customer data request processing guidance.,high
CASE001365,2025-06-30T01:00:00,HR,EU,complaint_response,Need response template for complaint.,high
CASE001366,2025-11-20T00:00:00,HR,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001367,2025-04-16T03:00:00,Marketing,UAE,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001368,2025-04-01T06:00:00,SupplyChain,KSA,data_request,Ad copy includes before/after images.,medium
CASE001369,2025-06-12T15:00:00,HR,KSA,ingredient_change,Ad copy includes before/after images.,low
CASE001370,2025-10-04T08:00:00,HR,KSA,label_change,Customer data request processing guidance.,medium
CASE001371,2025-03-19T14:00:00,HR,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE001372,2025-08-26T02:00:00,Sales,UAE,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001373,2025-08-01T19:00:00,SupplyChain,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001374,2025-03-09T13:00:00,Sales,EU,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE001375,2025-06-05T11:00:00,HR,EG,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001376,2025-04-29T21:00:00,HR,EU,ad_copy,Customer data request processing guidance.,high
CASE001377,2025-07-17T01:00:00,HR,EU,label_change,Need response template for complaint.,high
CASE001378,2025-06-21T01:00:00,IT,EU,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001379,2025-01-26T00:00:00,Sales,UAE,ingredient_change,Need approval for a new claim on packaging.,high
CASE001380,2025-07-20T13:00:00,HR,KSA,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE001381,2025-03-25T14:00:00,HR,UAE,ingredient_change,Ad copy includes before/after images.,low
CASE001382,2025-01-12T11:00:00,HR,KSA,complaint_response,Need approval for a new claim on packaging.,low
CASE001383,2025-06-08T14:00:00,HR,EG,complaint_response,Need response template for complaint.,high
CASE001384,2025-05-21T16:00:00,SupplyChain,EG,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001385,2025-04-30T19:00:00,Sales,EG,complaint_response,Customer data request processing guidance.,medium
CASE001386,2025-03-30T16:00:00,Marketing,EU,ad_copy,Customer data request processing guidance.,medium
CASE001387,2025-04-14T03:00:00,HR,EG,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001388,2025-12-02T04:00:00,SupplyChain,KSA,ad_copy,Ad copy includes before/after images.,medium
CASE001389,2025-03-01T09:00:00,Sales,KSA,ad_copy,Customer data request processing guidance.,medium
CASE001390,2025-12-30T04:00:00,IT,EG,data_request,Need approval for a new claim on packaging.,high
CASE001391,2025-06-15T16:00:00,IT,EG,ad_copy,Ad copy includes before/after images.,medium
CASE001392,2025-02-02T18:00:00,HR,EU,ingredient_change,Need response template for complaint.,high
CASE001393,2025-05-07T07:00:00,Sales,UAE,ad_copy,Need response template for complaint.,low
CASE001394,2025-03-19T03:00:00,IT,EG,data_request,Customer data request processing guidance.,medium
CASE001395,2025-12-06T02:00:00,HR,EG,complaint_response,Ad copy includes before/after images.,low
CASE001396,2025-10-22T09:00:00,Marketing,UAE,ingredient_change,Customer data request processing guidance.,medium
CASE001397,2025-09-29T07:00:00,HR,KSA,ad_copy,Need response template for complaint.,high
CASE001398,2025-12-22T07:00:00,HR,UAE,complaint_response,Customer data request processing guidance.,medium
CASE001399,2025-09-25T20:00:00,IT,EG,data_request,Ad copy includes before/after images.,high
CASE001400,2025-05-12T15:00:00,IT,KSA,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001401,2025-02-24T15:00:00,Marketing,KSA,data_request,Need response template for complaint.,low
CASE001402,2025-07-15T02:00:00,Marketing,EU,data_request,Ingredient substitution due to supplier shortage.,high
CASE001403,2025-03-16T11:00:00,Marketing,EG,ingredient_change,Ad copy includes before/after images.,high
CASE001404,2025-08-23T19:00:00,Sales,EU,data_request,Need response template for complaint.,high
CASE001405,2025-08-01T08:00:00,IT,KSA,complaint_response,Customer data request processing guidance.,medium
CASE001406,2025-11-20T00:00:00,SupplyChain,EU,data_request,Customer data request processing guidance.,low
CASE001407,2025-05-22T05:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,medium
CASE001408,2025-10-21T07:00:00,SupplyChain,EU,ingredient_change,Need response template for complaint.,high
CASE001409,2025-01-03T21:00:00,HR,EG,data_request,Need response template for complaint.,high
CASE001410,2025-11-27T20:00:00,Marketing,UAE,label_change,Customer data request processing guidance.,low
CASE001411,2025-05-24T05:00:00,HR,EU,ingredient_change,Customer data request processing guidance.,high
CASE001412,2025-05-18T01:00:00,HR,UAE,label_change,Ingredient substitution due to supplier shortage.,high
CASE001413,2025-07-20T08:00:00,HR,EG,ad_copy,Need response template for complaint.,low
CASE001414,2025-07-05T11:00:00,HR,EG,data_request,Customer data request processing guidance.,high
CASE001415,2025-11-28T13:00:00,HR,EU,ingredient_change,Ad copy includes before/after images.,high
CASE001416,2025-01-24T09:00:00,Marketing,EG,data_request,Customer data request processing guidance.,high
CASE001417,2025-10-06T19:00:00,IT,EU,ad_copy,Need response template for complaint.,high
CASE001418,2025-09-26T14:00:00,SupplyChain,EU,ingredient_change,Customer data request processing guidance.,low
CASE001419,2025-08-19T18:00:00,HR,EU,label_change,Ingredient substitution due to supplier shortage.,low
CASE001420,2025-10-29T20:00:00,IT,EG,label_change,Need approval for a new claim on packaging.,high
CASE001421,2025-07-11T17:00:00,Marketing,EU,label_change,Need response template for complaint.,high
CASE001422,2025-10-17T17:00:00,HR,EG,ingredient_change,Need response template for complaint.,medium
CASE001423,2025-08-31T07:00:00,IT,KSA,data_request,Need approval for a new claim on packaging.,low
CASE001424,2025-10-13T08:00:00,IT,KSA,ad_copy,Customer data request processing guidance.,high
CASE001425,2025-10-22T06:00:00,Sales,EU,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001426,2025-12-26T07:00:00,Sales,UAE,label_change,Customer data request processing guidance.,medium
CASE001427,2025-06-05T08:00:00,SupplyChain,EU,ingredient_change,Need approval for a new claim on packaging.,low
CASE001428,2025-06-14T09:00:00,SupplyChain,UAE,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001429,2025-09-29T01:00:00,Marketing,KSA,data_request,Ad copy includes before/after images.,low
CASE001430,2025-08-08T20:00:00,HR,KSA,data_request,Ad copy includes before/after images.,medium
CASE001431,2025-05-27T06:00:00,Marketing,UAE,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE001432,2025-10-18T15:00:00,HR,EU,ad_copy,Ad copy includes before/after images.,low
CASE001433,2025-09-21T08:00:00,Marketing,EU,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001434,2025-07-24T14:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,low
CASE001435,2025-02-24T14:00:00,Sales,UAE,complaint_response,Customer data request processing guidance.,medium
CASE001436,2025-12-17T14:00:00,IT,KSA,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001437,2025-06-11T17:00:00,Marketing,KSA,data_request,Customer data request processing guidance.,medium
CASE001438,2025-11-04T16:00:00,IT,EU,complaint_response,Customer data request processing guidance.,high
CASE001439,2025-11-27T03:00:00,IT,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE001440,2025-09-29T09:00:00,IT,EG,ad_copy,Need response template for complaint.,low
CASE001441,2025-08-22T18:00:00,Sales,EG,label_change,Need response template for complaint.,medium
CASE001442,2025-05-18T17:00:00,SupplyChain,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE001443,2025-07-13T16:00:00,SupplyChain,EU,complaint_response,Need response template for complaint.,medium
CASE001444,2025-12-13T16:00:00,SupplyChain,KSA,label_change,Need response template for complaint.,low
CASE001445,2025-03-08T07:00:00,Sales,EG,ingredient_change,Need response template for complaint.,medium
CASE001446,2025-03-30T07:00:00,HR,EG,ingredient_change,Customer data request processing guidance.,low
CASE001447,2025-09-12T11:00:00,HR,KSA,ad_copy,Need response template for complaint.,high
CASE001448,2025-05-20T22:00:00,Marketing,EU,label_change,Customer data request processing guidance.,low
CASE001449,2025-12-10T10:00:00,HR,UAE,ad_copy,Customer data request processing guidance.,low
CASE001450,2025-02-12T07:00:00,IT,UAE,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001451,2025-05-14T08:00:00,HR,KSA,ad_copy,Ingredient substitution due to supplier shortage.,high
